intent,query,Answer
취업상담,이번에도 취업에 실패하고 말았어. 뭐가 문제일까?,
친구,아픈 데 없이 건강한 애였는데… ,친구 문제로 걱정이 많으시군요. 저한테 계속 말씀해주세요.
친구,"어제는 우연하게 동네 친구를 만났는데, 너 아직 호주에 있는 거 아니었냐고 묻는 거야.",친구 문제는 항상 어렵죠. 털어 놓으면 괜찮아질 거예요.
친구,항상 붙어다니는 친구가 3명 있거든.,그렇군요. 계속 이야기를 하다 보면 해결 방법이 보일 거예요.
친구,"지금 만나는 친구들은 딱 두 명 밖에 없어요. 한 명은 고등학교 때, 한 명은 대학교 때…",
친구,내 친구 중에 완전 정석으로 행동하는 범생이같은 애가 있어.,
친구,솔직히 친구가 꼭 있어야 한다고 생각하지 않거든요.,
친구,걔네가 나한테 뭔 짓을 하는 게 아닌데도 그래.,
친구,그 후로 저랑 같이 다니는 애들이 저를 없는 사람 취급하는 거예요.,
친구,그러고 나서 다시 괜찮아졌었는데 요즘 자꾸 걔 생각이 나는 거야.,
친구,그리고 미국에서 되게 친하게 지낸 친구가 있어.,
친구,내가 속마음을 털어 놓을 수 있는 친구가 걔였는데 만날 수가 없지.,
친구,걔네랑 친구가 돼서 같이 다니는 게 처음에는 좋았어요.,
친구,근데 거기에… 저랑 제일 친한 친구가 앉아 있는 거예요.,
친구,저는 걔랑 정말 친했다고 생각했는데 걔는 그게 아니었다고 하니까…,
친구,친구들이랑도 관계를 이런 상태로 계속 지속해야 하나 싶고.,
친구,그리고 나서 한 2주 후에 범인을 잡았대서 갔는데… 제 절친이 있는 거예요.,
친구,저는 걔랑 정말 친했다고 생각했는데 걔는 그게 아니었다고 하니까…,
친구,어렸을 때부터 부모님들끼리 친해서 거의 같이 자란 친구가 있어요.,
친구,누명은 쓴 건 아닐까 싶기도 한데 아무리 봐도 걔가 한 짓이 맞아서요.,
친구,그래서 진짜 걔 심리가 너무 궁금한 거예요. 대체 뭔 생각이었을까.,
친구,물론 나도 여자지만 걔는 워낙 예쁘니까.,
친구,그래서 그런지 애가 좀 싸가지가 없어.,
친구,다른 남자애랑 사귀는 것도 싫고 그냥 나랑만 계속 단짝 해줬으면 좋겠어.,
친구,동네친구들도 가까워서 자주 놀러오고.,
친구/갈등,얼마 전에 걔한테 진짜 크게 배신 당했어.,믿었던 사람에게 배신 당하는 것만큼 힘든 게 없는데 정말 고민이 많으셨겠어요.
친구/갈등,고등학교 때 친하게 지냈던 친구한테 배신 당한 적이 있어.,정말 충격이 크셨겠어요. 잠깐 기분 전환을 해보는 건 어떨까요?
친구/갈등,우리집 가정사를 다 얘기할 만큼 친한 친구였는데…한 순간 배신 당했어.,믿음을 저버린 게 잘못이지 준 건 절대 잘못이 아니랍니다. 힘내세요.
친구/갈등,한 사람을 깊게 사귀는 타입인데…힘들게 만든 친구한테 배신 당하는 일이 많았죠.,
친구/갈등,전에 믿었던 친구들이 배신한 일이 있었는데.,
친구/갈등,차라리 학교 다닐 때가 나았다 싶어요. 친구들도 자주 못 보고.,친구와의 관계가 그렇게 되셔서 고민이 많으시군요. 좀 더 얘기해주시겠어요?
친구/갈등,친구들한테도 연락하기 힘들어. ,그 기분 알 것 같아요. 하지만 항상 좋을 때가 있으면 나쁠 때도 있는 거랍니다.
친구/갈등,친구도 뭐… 그냥 형식적인 사이고…,힘내세요. 멀어진 인연만큼 또 가까워질 새 인연이 있을 거예요.
친구/갈등,"고등학교 때 같이 밴드하던 친구들도 졸업하고서 얼마 안 지났을 때는 만났는데, 지금은 안 만나요.",
친구/갈등,다 다른 곳으로 가버려서 만날 이유도 없는 거 같아요.,
친구/갈등,친구가 자존심이 상한건지..갑자기를 나를 아예 피하더라고.,
행복,응. 내 롤모델한테 칭찬을 받았거든.,
행복,나 오늘 승진했어.,
행복,학교폭력 사건이 잘 해결되어서 기뻐.,
행복,직장에서 제주도 놀러 가서 한라산 등반을 했는데 정말 힘들었지만 완주했어.,
행복,이번 모임에서 회장을 맡았어! 너무 좋아.,
행복,요즘 일이 많아서 힘들었는데 간만에 친구와 영화도 보고 쇼핑도 했더니 아주 기분이 좋아.,
행복,내가 전도 했던 직장 동료가 정말 나에게 고맙대.,
행복,나는 정시 출근과 정시 퇴근이 지켜지는 회사에 다니고 있어서 행복해!,
행복,시험 성적으로 전교 일 등 했어!,
행복,어제 이사님으로부터 좋은 소식이 있을 거라고 들었어.,
행복,요새 기뻐서 주체가 안돼.,
행복,친구가 생겨서 행복해.,
행복,정말 기쁘시겠어요. 축하드려요.저도 기쁘네요.,
행복,나 기쁜 소식이 있어!,
행복,노후준비가 계획대로 잘 되어가고 있어,
행복,축하드려요.,
행복,오늘 나는 너무 기분이 좋아.,
행복,오늘 정말 기쁜 일이 있어.,
행복,요즘 들어 기분이 좋은 것 같아.,
행복,오늘 별관에서 투석치료 받고 오는길에 오만 원 주웠어.,
행복,난 오늘 너무 기뻐.,
행복,나 너무 기뻐. 밥 안 먹어도 배가 불러.,
행복,내가 정말 못하던 과목이 있었는데 이번에 성적이 올라 기뻐,
행복,재테크 상담직원에게 기분 좋은 소리를 들어서 기뻐.,
행복,오늘 너무 뿌듯하다.,
행복,오늘 내가 좋아하는 식당가서 저녁먹을꺼래!,
행복,중증질환에 걸려도 긍정적으로 생각하면 도움이 될 거야.,
행복,나 적금 들었던 거 만기가 되어 은행 가서 찾았는데 이자가 엄청 많이 붙었더라고.,
행복,열심히 일해서 노후 걱정 없이 살 수 있을 거 같아 기뻐.,
허무,인생이 허무하게 느껴지고… 내 손에 남은 게 뭐가 있나 싶어요.,잠깐 지친 걸 수도 있어요. 조금 휴식을 취하는 건 어떨까요?
허무,아무리 말려도 소용이 없더라.,따끈한 물에 목욕을 하고 침대에 누워보세요. 그것만으로도 인생은 아름다워요.
허무,계속 이러다 보니까 이런 게 다 무슨 소용인가 싶기도 하고…,작은 행복을 하나씩 주워담으면 허무함도 지워질 거예요. 오늘은 좋아하는 음식을 먹어볼까요?
허무,한숨밖에 안 나오더라고요.,
허무,인생이 허무해.,
허무,인생이 어디서부터 잘못된 건지 모르겠어.,
허무,정말 지독하게 허무해.,
허무,인생이 재미 없어졌다고 해야 하나? 그냥 다 허무해.,
허무,나는 왜 이런 삶을 살고 있나 막 다 허무해지고…,
허무,인생이 재미없는 것 같아요.,
허무,이렇게 일찍 끝이 나는 게 허무하기도 한데.,
허무,그거 보고 나니까 내가 여태 뭘 한 건가 싶고 그냥 다 허무했어요.,
허무,사는게 허무해요.,
후회,내가 미쳤지. ,너무 자책하지는 마세요. 그때는 그게 최선이었을 거예요.
후회,"좋은 애였는데, 그땐 왜 그랬는지… 그렇게 잘해주지도 못했어.",잠깐 길을 잃은 것뿐이에요. 저는 당신이 옳은 방향으로 나아갈 수 있다고 믿어요.
후회,그것만 내가 안 먹었어도 괜찮았을 텐데…,후회스럽다고 과거의 자신을 미워하지는 말았으면 좋겠어요. 
후회,이 이야기를 하고 나서 좀 후회했어요.,
후회,"그때 머리가 띵 하더라고. 아, 내가 여기 잘못 왔구나 했어.",
후회,내가 쫌만 버텼으면 학위를 따는 건데… 내가 그걸 못 참아서… ,
후회,이런 지질한 놈이랑 내가 왜 살아야 하나 몰라…,
후회,진작에 큰병원에 가볼걸 그랬나봐..,
후회,지금 생각하면 대책 없이 왜 그랬는지 모르겠네요.,
후회,내가 이 일 하려고 그렇게 취업 준비를 했나 싶어서 후회 되고…,
후회,다음 날 아침이 되면 조금 후회하기는 해요.,
후회,정말 너무 후회돼요.,
후회,내가 진짜 미친 거죠.,
후회,요즘 결혼 자체에 회의감이 들어요.,
후회,다시 다 되돌리고 싶은데… 그건 힘들겠죠?,
후회,줄 타기도 잘 못한 거 같고… 좋은 맘으로 일을 해도 시민들한테 욕 먹는 경우가 많아서 회의감이 커요.,
후회,진작에 큰 병원에 가볼걸 그랬나봐..,
후회,내 인생이 어쩌다 이렇게 바보같이 됐나… 후회가 밀려와요.,
후회,처음엔 정말 잘 살 거라 확신했는데…엄마 말 들을걸 그랬나 봐요.,
후회,어쩌다 내가 이렇게 된거지?,
후회,시간을 돌리고 싶어.,
후회,내가 능력이 있는 것도 아니고…우리 집이 잘 사는 것도 아닌데…내가 괜히 욕심 부린게 아닌가 하는 생각이 들어요.,
후회,좀 불량한 애들이랑 다니게 됐는데 그게 제일 후회돼요.,
후회,그 아저씨는 지금도 잘만 살고 있을 텐데. 또 다른 아이를 성폭행했을지도 모르는데 내가 왜 말을 안 했을까.,
후회,그리고 아직 성인도 아니라 돈 제대로 받기도 힘들고… 진짜 좀… 후회돼.,
후회,그때 같이 갈등을 이겨냈으면 지금도 덜 힘들텐데..,
후회,그 말을 그냥 넘겼던 내가 너무 후회돼.,
힘듦,강박처럼 일해야 만족하는 내 자신이 너무 싫어. ,많이 힘들어 보여요. 힘든 일이 있으면 저에게 털어놓으세요.
힘듦,마음이 너무 힘든 거야. 기댈 상대가 있었으면 좋겠다는 생각을 했어.,그런 일이 있으셨군요. 조금씩 나아질 거라고 믿어요.
힘듦,"동생 사고칠 때마다 남편 보기 창피하고, 모른 척 하고 싶어도 엄마 때문에 그러지도 못하고… 힘드네요.",가슴이 답답하겠어요. 얼른 시간이 지나버렸으면 좋겠어요.
힘듦,아빠 죽었다는 말에 눈물도 안 나왔어요. 그냥 내가 불쌍했어요. ,잘 버티고 있어요. 조금 힘들더라도 조금만 기운을 내요.
힘듦,그게 저를 더 힘들게 하는 거 같아요.,
힘듦,이제 한계에 다다른 것 같아.,
힘듦,너무 견디기 힘들었어요.,
힘듦,아… 내가 무슨 감정 쓰레기통인가?,
힘듦,재작년부터 심적으로 많이 힘들었어요.,
힘듦,가끔 힘들기도 해.,
힘듦,그래도 힘들긴 하네요.,
힘듦,여러모로 마음이 힘들어요.,
힘듦,세상에 모든 짐을 제가 다 지고 있는 것처럼 고단하네요.,
힘듦,진짜 죽을 맛이야.,
힘듦,그런데 막상 그만두려고 하니까 힘드네요.,
힘듦,근데 막상 나오니까 너무 힘드네요.,
힘듦,"학교에 가기도 싫고, 모든 게 다 싫어요.",
힘듦,정말 미칠 것 같아요.,
힘듦,"뭐, 시간이 지나면 괜찮아지겠죠? 지금은 힘들지만…",
힘듦,"일을 그만두자니 애들 학원비 감당이 안 될 것 같고, 애들은 내 맘같지 않아서 힘드네요.",
힘듦,혼자 이리뛰고 저리뛰는 것도 지쳤어.,
힘듦,계속 이대로 살면 안 된다는 걸 잘 알면서도 극복이 쉽지가 않아요. 마음이 너무 힘들어요.,
힘듦,그 때 얼마나 힘들었는지 몰라요.,
힘듦,그러고 나서도 계속 못 자니까 진짜 미쳐버릴 것 같더라.,
힘듦,서로 다른 팀에 가게 됐는데 제가 있는 곳은 일이 진짜 힘들거든요.,
힘듦,제가 잘 알지도 못 하는 걸 하려니까 너무 힘들고…,
힘듦,진짜 사람이 미치겠더라… 하도 못 자니까 너무 힘들었어.,
힘듦,작업하기 전에 미리 시안을 보게 될 때가 제일 힘들어요.,
힘듦,대입도 다 제가 어떻게 준비해서 대학 오긴 했는데 지금도 힘들어요.,
힘듦,그 이후로 그래도 잘 지냈는데 얼마 전에 너무 힘들었어요.,
힘듦,가끔 너무 힘들어서 저는 그냥 일본 집에 있고 싶다고 했어요.,
힘듦,그래서 어쩔 수 없이 한국이랑 일본 계속 같이 다니는데 힘들어요.,
힘듦,근데 처음에 왔을 때 너무 힘들었어.,
힘듦,물론 지금은 나아졌지만 그래도 그 땐 정말 힘들었지.,
힘듦,정신적으로 엄청 아픈 거면 어떡하지? 그럼 더 힘들 것 같아.,
힘듦,지는 원래 알던 애들 많으니까 괜찮겠지. 난 힘들어 죽겠는데.,
힘듦,미칠 거 같더라고.,
힘듦,아빠가 그립진 않지만 이 상황이 날 너무 힘들게 해.,
힘듦,시간이 지날수록 너무너무 힘에 부쳤어요.,
힘듦,나도 내가 왜 이러는지 모르겠어.,
힘듦,참고 다녀보려고 했는데 너무 힘들 거 같아.,
힘듦,이제 어떻게 해야 할지 모르겠어…,
힘듦,"죽겠어요, 정말.",
힘듦,너무 힘들어요…,
힘듦,더 이상 버틸 수 없을 거 같아.,
힘듦,왜 나쁜 일은 한꺼번에 생기는 걸까요?,
힘듦,왜 안 좋은 일은 한꺼번에 닥치는지 모르겠어.,
힘듦,미치겠어요.,
힘듦,이러지도 저러지도 못하고 있어서 정말 힘들다.,
힘듦,미쳐버릴 거 같아요…,
힘듦,정말 요즘 세상 살기가 너무 힘든 거 같아요.,
힘듦,"노력하면 무조건 다 되는 줄 알았는데, 아무리 노력해도 제자리인 것 같아요.",
힘듦,너무 힘겨워요…,
힘듦,누가 나 대신 해줬으면 좋겠어.,
힘듦,진짜 나 미칠 거 같아.,
힘듦,저는 너무 힘드네요…,
힘듦,사는 게 너무 힘들다.,
힘듦,정말 몸도 마음도 힘들고 지쳐요.,
힘듦,"아, 죽겠다…",
힘듦,내가 힘들긴 힘든가 봐.,
힘듦,진짜 미치겠어…,
힘듦,너무 힘들다…,
힘듦,애들 생각해서 힘을 내야 하는데 잘 안되는것 같아요.,
힘듦,빨리 이 고통에서 벗어나고 싶어요.,
힘듦,무시하려고 해도 마음처럼 쉽지가 않더라구.,
힘듦,하루하루가 지옥이었어요.,
힘듦,조금 줄여보려고는 하는데…그것도 힘드네.,
힘듦,저를 제일 힘들게 하는 사람들이에요.,
힘듦,안 그래도 몸이 안 좋은데 잠까지 설치니까 진짜…너무 힘들어.,
힘듦,아무렇지 않은척 일하고 있는데 너무 힘들어요.,
